building_shortname,floor,number,size,occupancy,lat,long
muddblaisdell,0,025A,115.0,two room double,34.0959131555,-117.712254437
muddblaisdell,0,025B,94.0,two room double,34.0959131555,-117.712297352
harwood,0,1,278.0,double,34.0960230328,-117.71402788
muddblaisdell,0,1,236.0,double,34.096296301,-117.711931901
nortonclark,1,1,137.0,single,34.0999665661,-117.710536314
wig,0,1,189.0,double,34.095795366,-117.714705808
muddblaisdell,0,10,297.0,double,34.0960875147,-117.711915808
nortonclark,1,10,137.0,single,34.0997899939,-117.710580571
nortonclark,1,100,115.0,single,34.1000681782,-117.71091987
clarki,1,100A,177.0,two room double,34.1007411466,-117.710939316
wig,1,100A,202.0,two room triple,34.0963909075,-117.71457438
clarki,1,100B,121.0,two room double,34.1007094972,-117.710937975
wig,1,100B,116.0,two room triple,34.0963981262,-117.714620648
harwood,1,101,114.0,single,34.0960396913,-117.714063419
nortonclark,1,101,306.0,double,34.100110933,-117.710929928
oldenborg,1,101,193.0,double,34.0974689786,-117.711729227
smiley,1,101,99.0,single,34.099474329,-117.712330712
wig,1,101,193.0,double,34.0963264948,-117.7146468
bhall,1,101,122.0,single,34.1000631809,-117.709464772
clarki,1,101A,166.0,two room double,34.1007744618,-117.710938646
clarki,1,101B,121.0,two room double,34.1008061112,-117.710921882
harwood,1,102,297.0,double,34.0960408019,-117.713989659
nortonclark,1,102,123.0,single,34.1001686798,-117.710916517
oldenborg,1,102,193.0,double,34.0973934613,-117.711729227
smiley,1,102,132.6,single,34.099451008,-117.712409167
wig,1,102,193.0,double,34.0963892417,-117.714534818
bhall,1,102,137.0,single,34.100089278,-117.709491594
clarki,1,102A,158.0,two room double,34.1008599707,-117.710837392
clarki,1,102B,102.0,two room double,34.1008249898,-117.71083538
nortonclark,1,103,269.0,double,34.100255855,-117.710562466
oldenborg,1,103,135.0,single,34.0974612048,-117.711827128
smiley,1,103,125.0,single,34.099448787,-117.712325348
wig,1,103,193.0,double,34.0963253843,-117.714589803
bhall,1,103,120.0,single,34.0999937737,-117.709465443
clarki,1,103A,137.0,two room double,34.100893841,-117.710939316
clarki,1,103B,121.0,two room double,34.1008627469,-117.710923223
harwood,1,104,116.0,single,34.0960885562,-117.713988318
nortonclark,1,104,130.0,single,34.1001892242,-117.710636897
oldenborg,1,104,135.0,single,34.0974006798,-117.711825787
smiley,1,104,119.2,single,34.0993943713,-117.712406485
wig,1,104,158.0,single,34.0963903522,-117.714487208
bhall,1,104,137.0,single,34.0999637898,-117.709494276
clarki,1,104A,147.0,two room double,34.1009638027,-117.710929258
clarki,1,104B,123.0,two room double,34.1009304876,-117.710939987
nortonclark,1,105,136.0,single,34.1001553536,-117.710637568
oldenborg,1,105,148.0,single,34.0974567626,-117.711892172
smiley,1,105,105.1,single,34.0994238002,-117.712323336
wig,1,105,181.0,double,34.0962373721,-117.71442887
clarki,1,105A,191.0,two room double,34.1009921206,-117.710932611
clarki,1,105B,115.0,two room double,34.1010271014,-117.710930599
harwood,1,106,150.0,single,34.0961196521,-117.713997705
nortonclark,1,106,136.0,single,34.1001203724,-117.710633544
oldenborg,1,106,148.0,single,34.0974023457,-117.711893513
smiley,1,106,124.0,single,34.0993593898,-117.712397097
wig,1,106,181.0,double,34.0962651362,-117.714507996
clarki,1,106A,198.0,two room double,34.1010781844,-117.710933952
clarki,1,106B,109.0,two room double,34.101105947,-117.710935293
lyon,1,107,224.0,single,34.0959164182,-117.714023186
nortonclark,1,107,156.0,single,34.1000476337,-117.710631533
oldenborg,1,107,148.0,single,34.0974545415,-117.711940451
smiley,1,107,102.0,single,34.0993965924,-117.712321995
wig,1,107,193.0,single,34.0961451951,-117.71442887
clarki,1,107A,185.0,two room double,34.1011425935,-117.710920541
clarki,1,107B,118.0,two room double,34.1011736875,-117.710934622
harwood,1,108,188.0,single,34.0961774015,-117.714000388
lyon,1,108,224.0,double,34.0959186393,-117.714083536
oldenborg,1,108,148.0,single,34.0974012351,-117.711941122
smiley,1,108,96.1,single,34.0993277399,-117.712398438
wig,1,108,137.0,single,34.0962295981,-117.714509337
clarki,1,108A,169.0,two room double,34.10124587,-117.710929258
clarki,1,108B,113.0,two room double,34.1012025605,-117.710935963
harwood,1,109,225.0,double,34.0961896178,-117.714084877
lyon,1,109,231.0,double,34.0958908751,-117.714135839
oldenborg,1,109,135.0,single,34.0974595389,-117.712005495
smiley,1,109,122.6,single,34.0993605004,-117.712336077
wig,1,109,193.0,double,34.0961063253,-117.714427529
clarki,1,109A,146.0,two room double,34.101274743,-117.71083471
clarki,1,109B,118.0,two room double,34.1012447595,-117.710836051
harwood,0,11,221.0,double,34.0962395932,-117.714094935
muddblaisdell,0,11,144.0,single,34.0960675245,-117.712008344
nortonclark,1,11,134.0,single,34.0998455198,-117.71064025
wig,0,11,181.0,double,34.0958009189,-117.714483185
harwood,1,110,129.0,single,34.0962062762,-117.714001729
lyon,1,110,224.0,double,34.0959019808,-117.71422301
nortonclark,1,110,142.0,single,34.1000009921,-117.710748879
oldenborg,1,110,135.0,single,34.0974012351,-117.712003483
smiley,1,110,126.5,single,34.0992944242,-117.712399109
wig,1,110,193.0,double,34.0961918389,-117.714506654
clarki,1,110A,202.0,two room double,34.1013352651,-117.710935963
clarki,1,110B,125.0,two room double,34.1013019502,-117.710931269
harwood,1,111,123.0,single,34.0962251559,-117.714086218
lyon,1,111,231.0,single,34.095898649,-117.714272631
muddblaisdell,1,111,148.0,single,34.0963307285,-117.712115633
nortonclark,1,111,123.0,single,34.1000004368,-117.710790454
oldenborg,1,111,135.0,single,34.0974606495,-117.712191908
smiley,1,111,118.0,single,34.099332182,-117.712332054
wig,1,111,236.0,single,34.0960596815,-117.714426188
sontag,1,111,121.0,single,34.1009632485,-117.709524451
bhall,1,111,120.0,single,34.1001392511,-117.709463431
clarki,1,111A,143.0,two room double,34.1014052264,-117.71093194
clarki,1,111B,138.0,two room double,34.1013713563,-117.710933281
lyon,1,112,224.0,double,34.0958053612,-117.714261902
muddblaisdell,1,112,219.0,single,34.0963923647,-117.712108257
nortonclark,1,112,296.0,double,34.0999998816,-117.710844768
smiley,1,112,115.0,single,34.0992322348,-117.712396427
wig,1,112,193.0,double,34.0961496374,-117.714507996
sontag,1,112,132.0,single,34.1009315991,-117.709562002
bhall,1,112,118.0,single,34.1002069924,-117.709464102
clarki,1,112A,164.0,two room double,34.101404116,-117.71079783
clarki,1,112B,123.0,two room double,34.101399674,-117.710840074
harwood,1,113,114.0,single,34.09625292,-117.7140889
lyon,1,113,240.0,double,34.0958053612,-117.714200212
muddblaisdell,1,113,148.0,single,34.0963312838,-117.712044554
nortonclark,1,113,136.0,single,34.099891051,-117.71094401
oldenborg,1,113,148.0,single,34.0974595389,-117.712252258
smiley,1,113,138.0,single,34.0992339005,-117.712335406
wig,1,113,193.0,double,34.0960130377,-117.714427529
sontag,1,113,123.0,single,34.1010320996,-117.709529816
bhall,1,113,137.0,single,34.1002342,-117.709496959
clarki,1,113A,145.0,two room double,34.1014024502,-117.710756255
clarki,1,113B,123.0,two room double,34.1014002292,-117.710716022
harwood,1,114,123.0,single,34.0962740207,-117.71400307
lyon,1,114,231.0,double,34.0958020295,-117.714135839
nortonclark,1,114,136.0,single,34.0998582907,-117.710941998
smiley,1,114,95.1,single,34.0991994743,-117.712396427
wig,1,114,193.0,double,34.0960619026,-117.714505313
sontag,1,114,138.0,single,34.1010620832,-117.709564684
clarki,1,114A,165.0,two room double,34.1014068922,-117.710633544
clarki,1,114B,109.0,two room double,34.1013991187,-117.71067646
lyon,1,115,224.0,double,34.0958020295,-117.714082194
muddblaisdell,1,115,148.0,single,34.0963335049,-117.711994933
nortonclark,1,115,136.0,single,34.0998221989,-117.710942669
oldenborg,1,115,148.0,single,34.0974612048,-117.712299197
smiley,1,115,132.0,single,34.0992005848,-117.712334065
wig,1,115,150.0,single,34.095937519,-117.714426188
clarki,1,115A,141.0,two room double,34.1013485911,-117.710686518
clarki,1,115B,141.0,two room double,34.1013163866,-117.710685847
harwood,1,116,108.0,single,34.0963051165,-117.71401514
lyon,1,116,224.0,double,34.0958075823,-117.714023186
nortonclark,1,116,210.0,double,34.0997938807,-117.710940657
wig,1,116,193.0,double,34.0960174799,-117.714503972
bhall,1,116,132.0,single,34.1001103777,-117.709493606
clarki,1,116A,124.0,two room double,34.1013269364,-117.710634885
muddblaisdell,1,116A,137.0,two room double,34.0963906989,-117.712048577
clarki,1,116B,124.0,two room double,34.1012941767,-117.710637568
muddblaisdell,1,116B,140.0,two room double,34.0963912542,-117.712012368
harwood,1,117,134.0,single,34.0963206644,-117.714096947
lyon,1,117,231.0,single,34.0958086929,-117.713978929
muddblaisdell,1,117,222.0,double,34.0964267922,-117.711943971
nortonclark,1,117,168.0,double,34.0999710082,-117.710994972
oldenborg,1,117,135.0,single,34.0974595389,-117.712366252
wig,1,117,144.0,single,34.0958819906,-117.714424847
clarki,1,117A,143.0,two room double,34.1012686352,-117.710534973
clarki,1,117B,154.0,two room double,34.1012669695,-117.710575206
lyon,1,118,231.0,double,34.0958075823,-117.713911874
muddblaisdell,1,118,185.0,double,34.0963373919,-117.711907761
nortonclark,1,118,120.0,single,34.0999721187,-117.711038558
wig,1,118,193.0,double,34.0959752784,-117.714505313
clarki,1,118A,124.0,two room double,34.1011964528,-117.710638909
muddblaisdell,1,118A,162.0,single,34.0963851461,-117.711897703
clarki,1,118B,124.0,two room double,34.1012269915,-117.710636226
harwood,1,119,157.0,single,34.0963506496,-117.714090242
lyon,1,119,224.0,double,34.095810914,-117.71385823
muddblaisdell,1,119,153.0,single,34.0962935246,-117.711932572
nortonclark,1,119,120.0,single,34.0999726739,-117.711066721
oldenborg,1,119,193.0,double,34.0974667575,-117.712428613
wig,1,119,144.0,single,34.0958497841,-117.714426188
clarki,1,119A,138.0,two room double,34.1011714665,-117.710683836
clarki,1,119B,141.0,two room double,34.1012097788,-117.710684506
muddblaisdell,0,12,209.0,double,34.0960208807,-117.711925866
nortonclark,1,12,137.0,single,34.0997905492,-117.71061611
harwood,1,120,180.0,double,34.0963306595,-117.713988318
lyon,1,120,224.0,single,34.0958120246,-117.713804586
muddblaisdell,1,120,161.0,double,34.0962557654,-117.711912455
nortonclark,1,120,177.0,double,34.0999715634,-117.711120365
wig,1,120,205.0,double,34.0959308556,-117.714505313
clarki,1,120A,145.0,two room double,34.101272522,-117.710760949
clarki,1,120B,112.0,two room double,34.1012442042,-117.71077369
lyon,1,121,231.0,double,34.0958075823,-117.713752283
muddblaisdell,1,121,148.0,double,34.0962546548,-117.711998286
nortonclark,1,121,134.0,single,34.0999687871,-117.711290686
oldenborg,1,121,193.0,double,34.0973934613,-117.712428613
wig,1,121,104.0,single,34.0958197987,-117.714420824
sontag,1,121,120.0,single,34.1009626932,-117.709698795
bhall,1,121,137.0,single,34.1002375315,-117.709586142
clarki,1,121A,152.0,two room double,34.101137041,-117.710684506
clarki,1,121B,141.0,two room double,34.1011020602,-117.710683836
lyon,1,122,231.0,double,34.0958098035,-117.713686569
muddblaisdell,1,122,151.0,single,34.0962246696,-117.711911785
nortonclark,1,122,140.0,single,34.0999682319,-117.711331589
oldenborg,1,122,135.0,single,34.0973512604,-117.712234153
sontag,1,122,136.0,single,34.1009310439,-117.709658562
bhall,1,122,119.0,single,34.1002075477,-117.709622352
clarki,1,122A,121.0,two room double,34.1011142757,-117.710638238
clarki,1,122B,129.0,two room double,34.101088179,-117.710639579
lyon,1,123,224.0,single,34.0958053612,-117.713638289
muddblaisdell,1,123,148.0,double,34.0962146745,-117.711996945
nortonclark,1,123,195.0,double,34.0999710082,-117.711373164
oldenborg,1,123,135.0,single,34.0973529262,-117.71230255
wig,1,123,128.0,single,34.095793145,-117.714424847
sontag,1,123,123.0,single,34.1010320996,-117.709690748
bhall,1,123,121.0,single,34.1001398064,-117.709621011
clarki,1,123A,151.0,two room double,34.1010648584,-117.710532961
clarki,1,123B,151.0,two room double,34.1010570849,-117.7105799
lyon,1,124,224.0,double,34.0958075823,-117.713576598
muddblaisdell,1,124,148.0,double,34.0961919079,-117.711915138
oldenborg,1,124,148.0,single,34.097300175,-117.712228118
sontag,1,124,139.0,single,34.1010620832,-117.709655879
bhall,1,124,137.0,single,34.100113154,-117.70958413
clarki,1,124A,132.0,two room double,34.100984347,-117.710638238
clarki,1,124B,116.0,two room double,34.1010154411,-117.710638909
lyon,1,125,231.0,double,34.0958142457,-117.713524295
muddblaisdell,1,125,148.0,double,34.0961141683,-117.711913796
oldenborg,1,125,148.0,single,34.0973007303,-117.712316631
wig,1,125,181.0,double,34.0957986978,-117.714483856
clarki,1,125A,149.0,two room double,34.1009649132,-117.710683165
clarki,1,125B,138.0,two room double,34.1010037808,-117.710683836
muddblaisdell,1,126,148.0,double,34.0960902911,-117.711998957
oldenborg,1,126,148.0,single,34.0972713007,-117.712241529
clarki,1,126A,141.0,two room double,34.1009310429,-117.710681824
clarki,1,126B,135.0,two room double,34.1008932858,-117.710682495
harwood,1,127,151.0,single,34.0964117306,-117.713937356
muddblaisdell,1,127,148.0,single,34.0960819619,-117.711913796
oldenborg,1,127,148.0,single,34.0972679691,-117.712300538
wig,1,127,193.0,double,34.095800919,-117.714540182
clarki,1,127A,121.0,two room double,34.1009060566,-117.710636897
clarki,1,127B,127.0,two room double,34.1008816255,-117.710638909
muddblaisdell,1,128,148.0,double,34.0960503107,-117.711997615
oldenborg,1,128,135.0,single,34.0972146626,-117.712228789
wig,1,128,169.0,double,34.095865332,-117.714591144
muddblaisdell,1,129,160.0,double,34.0960492001,-117.711913796
oldenborg,1,129,135.0,single,34.0972141073,-117.712303891
wig,1,129,193.0,double,34.0958020295,-117.714589803
clarki,1,129A,124.0,two room double,34.1008055559,-117.710636897
clarki,1,129B,129.0,two room double,34.1007789038,-117.710638909
harwood,0,13,117.0,single,34.0962873475,-117.714093594
nortonclark,1,13,137.0,single,34.0998466303,-117.710674448
wig,0,13,272.0,double,34.0958042506,-117.714430882
muddblaisdell,1,130,148.0,single,34.0959603547,-117.711926537
wig,1,130,137.0,single,34.0958675532,-117.7146354
clarki,1,130A,138.0,two room double,34.1007544727,-117.710689871
clarki,1,130B,138.0,two room double,34.1007922299,-117.71068853
muddblaisdell,1,131,148.0,single,34.095908158,-117.711926537
wig,1,131,189.0,double,34.095800919,-117.71464747
sontag,1,131,129.0,single,34.1011958985,-117.709694101
bhall,1,131,123.0,single,34.1000620704,-117.709617658
clarki,1,131A,147.0,two room double,34.1008571944,-117.710759608
clarki,1,131B,120.0,two room double,34.1008261003,-117.71077369
muddblaisdell,1,132,148.0,double,34.0959720157,-117.711993592
sontag,1,132,131.0,single,34.1011958985,-117.709653868
bhall,1,132,137.0,single,34.1000903885,-117.709592177
clarki,1,132A,138.0,two room double,34.1007217128,-117.7106892
clarki,1,132B,138.0,two room double,34.1006850661,-117.710686518
muddblaisdell,1,133,148.0,double,34.0959148214,-117.711993592
wig,1,133,189.0,double,34.0957992531,-117.714704132
sontag,1,133,125.0,single,34.1011958985,-117.709610282
bhall,1,133,121.0,single,34.0999932184,-117.709618999
clarki,1,133A,115.0,two room double,34.1007028342,-117.710636897
clarki,1,133B,118.0,two room double,34.100673961,-117.710636897
muddblaisdell,1,134,148.0,double,34.0959720157,-117.71203986
sontag,1,134,131.0,single,34.101197009,-117.709565355
bhall,1,134,141.0,single,34.0999621245,-117.70959553
clarki,1,134A,,two room double,34.100595115,-117.710524244
clarki,1,134B,,two room double,34.1006051096,-117.71056716
muddblaisdell,1,135,148.0,single,34.0959126003,-117.712041201
sontag,1,135,129.0,single,34.1011975642,-117.709526463
muddblaisdell,1,136,148.0,double,34.095972571,-117.71211228
sontag,1,136,153.0,single,34.1011420392,-117.709527804
muddblaisdell,1,137,148.0,double,34.0959126003,-117.712113621
muddblaisdell,1,138,148.0,double,34.0959736815,-117.712163242
oldenborg,1,138,135.0,single,34.0970486349,-117.712234824
muddblaisdell,1,139,148.0,double,34.0959137108,-117.712161901
oldenborg,1,139,135.0,single,34.097050856,-117.712304561
muddblaisdell,0,14,206.0,double,34.0959781238,-117.71193056
nortonclark,1,14,137.0,single,34.0997894386,-117.710655002
muddblaisdell,1,140,148.0,single,34.0959714604,-117.712200793
oldenborg,1,140,148.0,single,34.0969964388,-117.712223424
muddblaisdell,1,141,148.0,double,34.0959131555,-117.712247061
oldenborg,1,141,148.0,single,34.0970014363,-117.712313278
sontag,1,141,126.0,single,34.1008427588,-117.70985034
harwood,1,142,133.0,single,34.0963351017,-117.713602079
muddblaisdell,1,142,148.0,double,34.0959714604,-117.712251755
oldenborg,1,142,148.0,single,34.0969658986,-117.71224287
sontag,1,142,138.0,single,34.1008055569,-117.709819494
muddblaisdell,1,143,153.0,double,34.0959126003,-117.712296682
oldenborg,1,143,148.0,single,34.0969670091,-117.712298526
sontag,1,143,122.0,single,34.1008044464,-117.709975062
harwood,1,144,175.0,single,34.0963434309,-117.713563187
oldenborg,1,144,135.0,single,34.0969159236,-117.712231471
sontag,1,144,137.0,single,34.1008416483,-117.709942876
harwood,1,145,123.0,single,34.0964378288,-117.713601409
oldenborg,1,145,135.0,single,34.0969131472,-117.712305902
harwood,1,147,137.0,single,34.0964356077,-117.713568552
oldenborg,1,147,193.0,double,34.0968737224,-117.712429954
oldenborg,1,149,193.0,double,34.0967948729,-117.712435989
harwood,0,15,98.0,single,34.0963206644,-117.714090912
muddblaisdell,0,15,125.0,single,34.0959109344,-117.712004992
nortonclark,1,15,137.0,single,34.0998455198,-117.71071334
wig,0,15,176.0,single,34.0958631108,-117.714422835
muddblaisdell,1,150,127.0,single,34.0959720157,-117.712674873
muddblaisdell,1,151,133.0,single,34.0958981629,-117.712640675
oldenborg,1,151,135.0,single,34.0968065337,-117.71236424
sontag,1,151,125.0,single,34.1007161612,-117.70985034
muddblaisdell,1,152,129.0,single,34.0959709051,-117.712710413
sontag,1,152,138.0,single,34.1007489212,-117.709820835
muddblaisdell,1,153,115.0,single,34.0958987181,-117.712681579
oldenborg,1,153,148.0,single,34.0968020915,-117.712300538
sontag,1,153,121.0,single,34.1007139402,-117.709938182
muddblaisdell,1,154,132.0,single,34.0959709051,-117.712745952
sontag,1,154,137.0,single,34.1007489212,-117.709975733
muddblaisdell,1,155,129.0,single,34.0958970523,-117.712745281
oldenborg,1,155,148.0,single,34.0968059785,-117.712251588
muddblaisdell,1,156,122.0,single,34.0959703498,-117.712779479
muddblaisdell,1,157,122.0,single,34.0958981629,-117.712779479
oldenborg,1,157,135.0,single,34.0968065337,-117.712187885
muddblaisdell,1,158,124.0,single,34.0959697945,-117.712814348
muddblaisdell,1,159,122.0,single,34.0958992734,-117.712815689
oldenborg,1,159,135.0,single,34.0968048679,-117.712002813
muddblaisdell,0,16,227.0,double,34.095915932,-117.711939277
nortonclark,1,16,137.0,single,34.0997888834,-117.710692553
wig,0,16,,double,34.095929745,-117.714511348
muddblaisdell,1,160,132.0,single,34.0959709051,-117.712884086
oldenborg,1,160,135.0,single,34.0968642827,-117.712002142
muddblaisdell,1,161,129.0,single,34.0958992734,-117.712884086
oldenborg,1,161,148.0,single,34.0968015362,-117.711940451
sontag,1,161,130.0,single,34.1008472008,-117.710138007
harwood,1,162,123.0,single,34.0963028954,-117.713520943
muddblaisdell,1,162,134.0,single,34.0959709051,-117.712918954
oldenborg,1,162,148.0,single,34.0968653933,-117.711941122
sontag,1,162,132.0,single,34.1008127752,-117.710140018
harwood,1,163,169.0,double,34.0962879028,-117.713430418
muddblaisdell,1,163,131.0,single,34.0958987181,-117.712918284
oldenborg,1,163,148.0,single,34.0968065337,-117.711891501
sontag,1,163,127.0,single,34.1007822363,-117.710140689
harwood,1,164,137.0,single,34.0962723549,-117.71351826
muddblaisdell,1,164,131.0,single,34.0959442515,-117.712993386
oldenborg,1,164,148.0,single,34.0968603958,-117.711891501
sontag,1,164,132.0,single,34.1007500317,-117.71014203
harwood,1,165,137.0,single,34.0962518094,-117.713433771
muddblaisdell,1,165,121.0,single,34.0958998287,-117.712953823
oldenborg,1,165,135.0,single,34.0968043126,-117.711825116
sontag,1,165,130.0,single,34.100713385,-117.710143371
muddblaisdell,1,166,144.0,single,34.096013662,-117.712982657
oldenborg,1,166,135.0,single,34.096864838,-117.711825787
sontag,1,166,138.0,single,34.100713385,-117.710073633
harwood,1,167,115.0,single,34.0962207136,-117.713434441
muddblaisdell,1,167,137.0,single,34.0958987181,-117.712995397
oldenborg,1,167,193.0,double,34.0967987598,-117.711727216
harwood,1,168,117.0,single,34.0962040551,-117.713522284
muddblaisdell,1,168,205.0,double,34.0960541977,-117.712910237
oldenborg,1,168,193.0,double,34.096870946,-117.711726545
muddblaisdell,1,169,131.0,single,34.0961358243,-117.712991374
harwood,0,17,147.0,single,34.0963539813,-117.714081524
muddblaisdell,0,17,203.0,double,34.0959126003,-117.712042542
nortonclark,1,17,137.0,single,34.0997899939,-117.710728092
wig,0,17,197.0,double,34.0959386295,-117.714426858
harwood,1,170,116.0,single,34.0961790674,-117.713528319
muddblaisdell,1,170,207.0,double,34.0961030626,-117.712910908
harwood,1,171,136.0,single,34.0961579666,-117.71344517
muddblaisdell,1,171,197.0,double,34.0961735836,-117.712992044
harwood,1,172,128.0,single,34.0961185415,-117.713516919
muddblaisdell,1,172,132.0,single,34.0961852445,-117.712909567
harwood,1,173,136.0,single,34.0961302025,-117.713442488
muddblaisdell,1,173,132.0,single,34.0962357752,-117.712990033
harwood,1,174,125.0,single,34.096088001,-117.713520943
muddblaisdell,1,174,128.0,single,34.0962141192,-117.712909567
harwood,1,175,122.0,single,34.0960991066,-117.713435783
muddblaisdell,1,175,129.0,single,34.0962618735,-117.712989362
harwood,1,176,116.0,single,34.0960480206,-117.713539718
muddblaisdell,1,176,209.0,double,34.0962557654,-117.712909567
harwood,1,177,126.0,single,34.0960757847,-117.7134445
muddblaisdell,1,177,132.0,single,34.0963451658,-117.71288945
harwood,1,178,220.0,double,34.0960124824,-117.713527648
harwood,1,179,124.0,single,34.0960335832,-117.71342036
muddblaisdell,1,179,129.0,single,34.0963435,-117.712849887
nortonclark,1,18,137.0,single,34.0997888834,-117.71076229
wig,0,18,193.0,double,34.0959686149,-117.714507325
harwood,1,180,104.0,single,34.0959969344,-117.713620184
muddblaisdell,1,180,206.0,single,34.0964140207,-117.712882074
harwood,1,181,121.0,single,34.0960013767,-117.713435112
muddblaisdell,1,181,140.0,single,34.0963418341,-117.712815019
harwood,1,182,150.0,single,34.0959602857,-117.713613479
muddblaisdell,1,182,140.0,single,34.096414576,-117.712844523
harwood,1,183,153.0,single,34.0959691702,-117.713439135
muddblaisdell,1,183,141.0,single,34.0963435,-117.712776127
harwood,1,184,163.0,single,34.0959158629,-117.713794528
muddblaisdell,1,184,135.0,single,34.0964134654,-117.712775456
harwood,1,185,117.0,single,34.0959447377,-117.713426395
muddblaisdell,1,185,206.0,double,34.0963784827,-117.712572279
muddblaisdell,1,186,155.0,single,34.0964484481,-117.712693649
harwood,1,187,134.0,single,34.0959069784,-117.713429748
harwood,1,189,112.0,single,34.0958953174,-117.713478698
muddblaisdell,0,19,163.0,single,34.0959142661,-117.712090152
nortonclark,1,19,134.0,single,34.099846075,-117.71081057
wig,0,19,180.0,single,34.0959830523,-117.714429541
harwood,0,2,146.0,single,34.0960474653,-117.713978259
muddblaisdell,0,2,145.0,single,34.0962613182,-117.711913796
nortonclark,1,2,140.0,single,34.0999649003,-117.710471271
nortonclark,1,20,137.0,single,34.0997911044,-117.710801853
wig,0,20,204.0,double,34.0960485758,-117.714507325
harwood,2,200,115.0,single,34.0960324726,-117.71401581
nortonclark,2,200,155.0,single,34.1000604046,-117.710918529
wig,2,200,192.0,double,34.0963450967,-117.714503301
clarki,2,200A,171.0,two room double,34.1012700233,-117.710533297
clarki,2,200B,149.0,two room double,34.1012644708,-117.710578224
harwood,2,201,118.0,single,34.0960380254,-117.714063419
lyon,2,201,192.0,single,34.0958953173,-117.713690592
muddblaisdell,2,201,314.0,double,34.096414576,-117.712210851
nortonclark,2,201,139.0,single,34.1000998279,-117.7109192
oldenborg,2,201,197.0,double,34.0974695339,-117.711727886
smiley,2,201,143.0,single,34.0994748842,-117.71232803
wig,2,201,160.0,single,34.0963473178,-117.714421494
sontag,2,201,118.0,single,34.10081222,-117.709525122
bhall,2,201,118.0,single,34.1002092134,-117.70946276
clarki,2,201A,124.0,two room double,34.1013322112,-117.710637232
clarki,2,201B,124.0,two room double,34.1012938991,-117.71063388
harwood,2,202,171.0,double,34.0960463547,-117.713982953
lyon,2,202,255.0,double,34.0958953173,-117.713736189
muddblaisdell,2,202,151.0,single,34.096379038,-117.712310093
nortonclark,2,202,146.0,single,34.1001370301,-117.710922552
oldenborg,2,202,197.0,double,34.0973917954,-117.711725204
smiley,2,202,122.0,single,34.0994493422,-117.712415873
wig,2,202,181.0,single,34.0962695784,-117.714505983
sontag,2,202,121.0,single,34.1008832922,-117.709523781
bhall,2,202,137.0,single,34.1002325342,-117.709509699
clarki,2,202A,132.0,two room double,34.1013488687,-117.710685512
clarki,2,202B,135.0,two room double,34.1013133328,-117.710686183
lyon,2,203,209.0,double,34.0959319661,-117.713789834
muddblaisdell,2,203,148.0,single,34.0963473869,-117.712311434
nortonclark,2,203,104.0,single,34.1001625719,-117.71091987
oldenborg,2,203,135.0,single,34.0974578731,-117.711825116
smiley,2,203,125.0,single,34.0994521185,-117.712317972
wig,2,203,141.0,single,34.0963195538,-117.714420153
sontag,2,203,136.0,single,34.1009121653,-117.709563343
bhall,2,203,120.0,single,34.1001381406,-117.709460749
clarki,2,203A,199.0,double,34.1012700233,-117.71075592
clarki,2,203B,184.0,double,34.1012766863,-117.71085315
clarki,2,203C,141.0,single,34.1012489239,-117.710853821
harwood,2,204,150.0,single,34.0961207627,-117.71400374
lyon,2,204,209.0,double,34.0959341873,-117.71388237
muddblaisdell,2,204,151.0,single,34.0963174017,-117.712310763
nortonclark,2,204,113.0,single,34.1002464156,-117.710753573
oldenborg,2,204,135.0,single,34.0973984587,-117.711826457
smiley,2,204,112.3,single,34.0993988134,-117.712403132
wig,2,204,137.0,single,34.096229598,-117.714505983
bhall,2,204,132.0,single,34.100113154,-117.70951037
lyon,2,205,255.0,double,34.0958997596,-117.713927967
muddblaisdell,2,205,148.0,single,34.0962885271,-117.712310763
nortonclark,2,205,106.0,single,34.1002458604,-117.710715352
oldenborg,2,205,148.0,single,34.0974550968,-117.711892172
smiley,2,205,112.0,single,34.0994215791,-117.71231529
wig,2,205,152.0,single,34.0962640255,-117.714424176
clarki,2,205A,141.0,two room double,34.1011750756,-117.710684842
clarki,2,205B,141.0,two room double,34.1012083906,-117.710687524
lyon,2,206,217.0,double,34.0959019808,-117.713976247
muddblaisdell,2,206,231.0,double,34.0962507679,-117.712310763
nortonclark,2,206,104.0,single,34.1002458604,-117.710685847
oldenborg,2,206,148.0,single,34.097399014,-117.711892172
smiley,2,206,121.0,single,34.0993616109,-117.712395085
wig,2,206,193.0,double,34.0961929494,-117.71450196
clarki,2,206A,118.0,two room double,34.1011950646,-117.710635891
clarki,2,206B,132.0,two room double,34.1012289349,-117.710638573
lyon,2,207,224.0,double,34.0959119759,-117.714020504
muddblaisdell,2,207,148.0,single,34.096245215,-117.712230297
nortonclark,2,207,128.0,single,34.1002480814,-117.710593982
oldenborg,2,207,148.0,single,34.0974578731,-117.711943133
smiley,2,207,97.0,single,34.0993965924,-117.71231596
wig,2,207,152.0,single,34.0962329297,-117.714425517
clarki,2,207A,195.0,two room double,34.1010590283,-117.710535308
clarki,2,207B,149.0,two room double,34.1010501443,-117.7105856
harwood,2,208,142.0,single,34.0961796227,-117.714000388
lyon,2,208,224.0,double,34.0959153076,-117.714080853
muddblaisdell,2,208,117.0,single,34.096300188,-117.712229627
